name,memo,owner,date,dateM,id,status,color
QL,?,Riley,Wed Feb 22 12:36:57 2017,?,61,1,?
QT,?,Riley,Wed Feb 22 12:36:57 2017,?,62,1,?
MM,?,Riley,Wed Feb 22 12:36:57 2017,?,63,1,?
MA,?,Riley,Wed Feb 22 12:36:57 2017,?,64,1,?
SRVW,?,Riley,Wed Feb 22 12:36:57 2017,?,65,1,?
NAPP-MO,?,Riley,Wed Feb 22 12:36:57 2017,?,66,1,?
