name,memo,owner,date,dateM,id,status,color
IVW,?,Riley,Wed Feb 22 12:36:57 2017,?,67,1,?
MLTI,?,Riley,Wed Feb 22 12:36:57 2017,?,68,1,?
SVY,?,Riley,Wed Feb 22 12:36:57 2017,?,69,1,?
POBS,?,Riley,Wed Feb 22 12:36:57 2017,?,70,1,?
LT,?,Riley,Wed Feb 22 12:36:57 2017,?,71,1,?
FG,?,Riley,Wed Feb 22 12:36:57 2017,?,72,1,?
CS,?,Riley,Wed Feb 22 12:36:57 2017,?,73,1,?
IVW-G,?,Riley,Wed Feb 22 12:36:57 2017,?,74,1,?
