name,memo,owner,date,dateM,id,status,color
SVY-QT,?,Riley,Wed Feb 22 12:36:57 2017,?,83,1,?
FG,?,Riley,Wed Feb 22 12:36:57 2017,?,84,1,?
IVW,?,Riley,Wed Feb 22 12:36:57 2017,?,85,1,?
LT,?,Riley,Wed Feb 22 12:36:57 2017,?,86,1,?
EXP,?,Riley,Wed Feb 22 12:36:57 2017,?,87,1,?
XS,?,Riley,Wed Feb 22 12:36:57 2017,?,88,1,?
SVY-QL,?,Riley,Wed Feb 22 12:36:57 2017,?,89,1,?
,,,,,,,
